time,accel.x,sequence_counter,packet_size
NaN,9.136000000e+03,7041298.09,
NaN,9.083000000e+03,7041298.10,
23124225575,9.048000000e+03,7041298.11,
NaN,9.072000000e+03,7041299.00,12
NaN,9.056000000e+03,7041299.01,
NaN,9.026000000e+03,7041299.02,
NaN,9.080000000e+03,7041299.03,
NaN,9.114000000e+03,7041299.04,
NaN,9.103000000e+03,7041299.05,
NaN,9.121000000e+03,7041299.06,
NaN,9.150000000e+03,7041299.07,
NaN,9.117000000e+03,7041299.08,
NaN,9.101000000e+03,7041299.09,
NaN,9.087000000e+03,7041299.10,
23124229531,9.049000000e+03,7041299.11,
NaN,9.070000000e+03,7041300.00,12
NaN,9.083000000e+03,7041300.01,
NaN,9.079000000e+03,7041300.02,
NaN,9.097000000e+03,7041300.03,
NaN,9.082000000e+03,7041300.04,
NaN,9.146000000e+03,7041300.05,
NaN,9.118000000e+03,7041300.06,
NaN,9.088000000e+03,7041300.07,
NaN,9.114000000e+03,7041300.08,
NaN,9.111000000e+03,7041300.09,
NaN,9.130000000e+03,7041300.10,
23124233486,9.128000000e+03,7041300.11,
NaN,9.121000000e+03,7041301.00,12
NaN,9.133000000e+03,7041301.01,
NaN,9.115000000e+03,7041301.02,
NaN,9.066000000e+03,7041301.03,
NaN,9.093000000e+03,7041301.04,
NaN,9.124000000e+03,7041301.05,
NaN,9.160000000e+03,7041301.06,
NaN,9.175000000e+03,7041301.07,
NaN,9.114000000e+03,7041301.08,
NaN,9.098000000e+03,7041301.09,
NaN,9.077000000e+03,7041301.10,
23124237440,9.087000000e+03,7041301.11,
NaN,9.127000000e+03,7041302.00,12
NaN,9.155000000e+03,7041302.01,
NaN,9.074000000e+03,7041302.02,
NaN,9.053000000e+03,7041302.03,
NaN,9.068000000e+03,7041302.04,
NaN,9.030000000e+03,7041302.05,
NaN,9.031000000e+03,7041302.06,
NaN,9.073000000e+03,7041302.07,
NaN,9.021000000e+03,7041302.08,
NaN,9.055000000e+03,7041302.09,
NaN,9.023000000e+03,7041302.10,
23124241396,9.057000000e+03,7041302.11,
NaN,9.064000000e+03,7041303.00,12
NaN,9.069000000e+03,7041303.01,
NaN,9.072000000e+03,7041303.02,
NaN,9.050000000e+03,7041303.03,
NaN,9.075000000e+03,7041303.04,
NaN,9.109000000e+03,7041303.05,
NaN,9.103000000e+03,7041303.06,
NaN,9.110000000e+03,7041303.07,
NaN,9.084000000e+03,7041303.08,
NaN,9.060000000e+03,7041303.09,
NaN,9.072000000e+03,7041303.10,
23124245353,9.082000000e+03,7041303.11,
NaN,9.058000000e+03,7041304.00,12
NaN,9.078000000e+03,7041304.01,
NaN,9.060000000e+03,7041304.02,
NaN,9.057000000e+03,7041304.03,
NaN,9.078000000e+03,7041304.04,
NaN,9.100000000e+03,7041304.05,
NaN,9.083000000e+03,7041304.06,
NaN,9.120000000e+03,7041304.07,
NaN,9.096000000e+03,7041304.08,
NaN,9.158000000e+03,7041304.09,
NaN,9.141000000e+03,7041304.10,
23124249309,9.112000000e+03,7041304.11,
NaN,9.126000000e+03,7041305.00,12
NaN,9.116000000e+03,7041305.01,
NaN,9.094000000e+03,7041305.02,
NaN,9.130000000e+03,7041305.03,
NaN,9.094000000e+03,7041305.04,
NaN,9.086000000e+03,7041305.05,
NaN,9.118000000e+03,7041305.06,
NaN,9.095000000e+03,7041305.07,
NaN,9.064000000e+03,7041305.08,
NaN,9.107000000e+03,7041305.09,
NaN,9.140000000e+03,7041305.10,
23124253265,9.124000000e+03,7041305.11,
NaN,9.115000000e+03,7041306.00,12
NaN,9.100000000e+03,7041306.01,
NaN,9.098000000e+03,7041306.02,
NaN,9.109000000e+03,7041306.03,
NaN,9.083000000e+03,7041306.04,
NaN,9.085000000e+03,7041306.05,
NaN,9.101000000e+03,7041306.06,
NaN,9.124000000e+03,7041306.07,
NaN,9.152000000e+03,7041306.08,
NaN,9.202000000e+03,7041306.09,
NaN,9.182000000e+03,7041306.10,
23124257221,9.173000000e+03,7041306.11,
NaN,9.110000000e+03,7041307.00,12
NaN,9.095000000e+03,7041307.01,
NaN,9.121000000e+03,7041307.02,
NaN,9.111000000e+03,7041307.03,
NaN,9.086000000e+03,7041307.04,
NaN,9.029000000e+03,7041307.05,
NaN,8.999000000e+03,7041307.06,
NaN,9.022000000e+03,7041307.07,
NaN,9.087000000e+03,7041307.08,
NaN,9.113000000e+03,7041307.09,
NaN,9.090000000e+03,7041307.10,
23124261177,9.155000000e+03,7041307.11,
NaN,9.179000000e+03,7041308.00,12
NaN,9.179000000e+03,7041308.01,
NaN,9.196000000e+03,7041308.02,
NaN,9.166000000e+03,7041308.03,
NaN,9.127000000e+03,7041308.04,
NaN,9.076000000e+03,7041308.05,
NaN,9.070000000e+03,7041308.06,
NaN,9.057000000e+03,7041308.07,
NaN,9.076000000e+03,7041308.08,
NaN,9.031000000e+03,7041308.09,
NaN,9.026000000e+03,7041308.10,
23124265134,9.041000000e+03,7041308.11,
NaN,9.080000000e+03,7041309.00,12
NaN,9.079000000e+03,7041309.01,
NaN,9.127000000e+03,7041309.02,
NaN,9.163000000e+03,7041309.03,
NaN,9.130000000e+03,7041309.04,
NaN,9.164000000e+03,7041309.05,
NaN,9.164000000e+03,7041309.06,
NaN,9.139000000e+03,7041309.07,
NaN,9.252000000e+03,7041309.08,
NaN,9.201000000e+03,7041309.09,
NaN,9.156000000e+03,7041309.10,
23124269089,9.126000000e+03,7041309.11,
NaN,9.127000000e+03,7041310.00,12
NaN,9.170000000e+03,7041310.01,
NaN,9.235000000e+03,7041310.02,
NaN,9.181000000e+03,7041310.03,
NaN,9.160000000e+03,7041310.04,
NaN,9.098000000e+03,7041310.05,
NaN,9.133000000e+03,7041310.06,
NaN,9.119000000e+03,7041310.07,
NaN,9.107000000e+03,7041310.08,
NaN,9.121000000e+03,7041310.09,
NaN,9.182000000e+03,7041310.10,
23124273046,9.167000000e+03,7041310.11,
NaN,9.087000000e+03,7041311.00,12
NaN,9.099000000e+03,7041311.01,
NaN,9.109000000e+03,7041311.02,
NaN,9.083000000e+03,7041311.03,
NaN,9.061000000e+03,7041311.04,
NaN,9.058000000e+03,7041311.05,
NaN,9.054000000e+03,7041311.06,
NaN,9.045000000e+03,7041311.07,
NaN,9.044000000e+03,7041311.08,
NaN,9.096000000e+03,7041311.09,
NaN,9.161000000e+03,7041311.10,
23124277002,9.261000000e+03,7041311.11,
NaN,9.223000000e+03,7041312.00,12
NaN,9.150000000e+03,7041312.01,
NaN,9.028000000e+03,7041312.02,
NaN,8.964000000e+03,7041312.03,
NaN,9.003000000e+03,7041312.04,
NaN,9.028000000e+03,7041312.05,
NaN,9.025000000e+03,7041312.06,
NaN,8.986000000e+03,7041312.07,
NaN,8.979000000e+03,7041312.08,
NaN,9.066000000e+03,7041312.09,
NaN,8.996000000e+03,7041312.10,
23124280959,8.947000000e+03,7041312.11,
NaN,9.039000000e+03,7041313.00,12
NaN,9.207000000e+03,7041313.01,
NaN,9.287000000e+03,7041313.02,
NaN,9.266000000e+03,7041313.03,
NaN,9.140000000e+03,7041313.04,
NaN,9.165000000e+03,7041313.05,
NaN,9.156000000e+03,7041313.06,
NaN,9.093000000e+03,7041313.07,
NaN,9.038000000e+03,7041313.08,
NaN,9.060000000e+03,7041313.09,
NaN,9.048000000e+03,7041313.10,
23124284915,9.007000000e+03,7041313.11,
NaN,9.022000000e+03,7041314.00,12
NaN,9.053000000e+03,7041314.01,
NaN,9.059000000e+03,7041314.02,
NaN,9.092000000e+03,7041314.03,
NaN,9.141000000e+03,7041314.04,
NaN,9.165000000e+03,7041314.05,
NaN,9.172000000e+03,7041314.06,
NaN,9.236000000e+03,7041314.07,
NaN,9.218000000e+03,7041314.08,
NaN,9.182000000e+03,7041314.09,
NaN,9.181000000e+03,7041314.10,
23124288871,9.118000000e+03,7041314.11,
NaN,9.143000000e+03,7041315.00,12
NaN,9.068000000e+03,7041315.01,
NaN,9.061000000e+03,7041315.02,
NaN,9.025000000e+03,7041315.03,
NaN,9.042000000e+03,7041315.04,
NaN,9.075000000e+03,7041315.05,
NaN,9.149000000e+03,7041315.06,
NaN,9.119000000e+03,7041315.07,
NaN,9.136000000e+03,7041315.08,
NaN,9.162000000e+03,7041315.09,
NaN,9.219000000e+03,7041315.10,
23124292827,9.228000000e+03,7041315.11,
NaN,9.222000000e+03,7041316.00,12
NaN,9.189000000e+03,7041316.01,
NaN,9.193000000e+03,7041316.02,
NaN,9.169000000e+03,7041316.03,
NaN,9.135000000e+03,7041316.04,
NaN,9.111000000e+03,7041316.05,
NaN,9.142000000e+03,7041316.06,
NaN,9.121000000e+03,7041316.07,
NaN,9.127000000e+03,7041316.08,
NaN,9.105000000e+03,7041316.09,
NaN,9.066000000e+03,7041316.10,
23124296783,9.042000000e+03,7041316.11,
NaN,9.079000000e+03,7041317.00,12
NaN,9.056000000e+03,7041317.01,
NaN,9.057000000e+03,7041317.02,
NaN,9.102000000e+03,7041317.03,
NaN,9.103000000e+03,7041317.04,
NaN,9.113000000e+03,7041317.05,
NaN,9.150000000e+03,7041317.06,
NaN,9.156000000e+03,7041317.07,
NaN,9.143000000e+03,7041317.08,
NaN,9.182000000e+03,7041317.09,
NaN,9.155000000e+03,7041317.10,
23124300739,9.149000000e+03,7041317.11,
NaN,9.178000000e+03,7041318.00,12
NaN,9.228000000e+03,7041318.01,
NaN,9.264000000e+03,7041318.02,
NaN,9.268000000e+03,7041318.03,
NaN,9.213000000e+03,7041318.04,
NaN,9.210000000e+03,7041318.05,
NaN,9.130000000e+03,7041318.06,
NaN,9.104000000e+03,7041318.07,
NaN,9.087000000e+03,7041318.08,
NaN,9.033000000e+03,7041318.09,
NaN,9.035000000e+03,7041318.10,
23124304695,9.060000000e+03,7041318.11,
NaN,9.018000000e+03,7041319.00,12
NaN,9.029000000e+03,7041319.01,
NaN,9.204000000e+03,7041319.02,
NaN,9.279000000e+03,7041319.03,
NaN,9.210000000e+03,7041319.04,
NaN,9.169000000e+03,7041319.05,
NaN,9.206000000e+03,7041319.06,
NaN,9.256000000e+03,7041319.07,
NaN,9.229000000e+03,7041319.08,
NaN,9.252000000e+03,7041319.09,
NaN,9.222000000e+03,7041319.10,
23124308651,9.183000000e+03,7041319.11,
NaN,9.197000000e+03,7041320.00,12
NaN,9.167000000e+03,7041320.01,
NaN,9.145000000e+03,7041320.02,
NaN,9.202000000e+03,7041320.03,
NaN,9.233000000e+03,7041320.04,
NaN,9.152000000e+03,7041320.05,
NaN,9.146000000e+03,7041320.06,
NaN,9.155000000e+03,7041320.07,
NaN,9.220000000e+03,7041320.08,
NaN,9.258000000e+03,7041320.09,
NaN,9.279000000e+03,7041320.10,
23124312608,9.252000000e+03,7041320.11,
NaN,9.236000000e+03,7041321.00,12
NaN,9.223000000e+03,7041321.01,
NaN,9.224000000e+03,7041321.02,
NaN,9.214000000e+03,7041321.03,
NaN,9.120000000e+03,7041321.04,
NaN,9.047000000e+03,7041321.05,
NaN,9.041000000e+03,7041321.06,
NaN,9.045000000e+03,7041321.07,
NaN,9.059000000e+03,7041321.08,
NaN,8.991000000e+03,7041321.09,
NaN,9.007000000e+03,7041321.10,
23124316564,9.089000000e+03,7041321.11,
NaN,9.155000000e+03,7041322.00,12
NaN,9.154000000e+03,7041322.01,
NaN,9.170000000e+03,7041322.02,
NaN,9.134000000e+03,7041322.03,
NaN,9.159000000e+03,7041322.04,
NaN,9.176000000e+03,7041322.05,
NaN,9.182000000e+03,7041322.06,
NaN,9.231000000e+03,7041322.07,
NaN,9.231000000e+03,7041322.08,
NaN,9.234000000e+03,7041322.09,
NaN,9.241000000e+03,7041322.10,
23124320520,9.225000000e+03,7041322.11,
NaN,9.186000000e+03,7041323.00,12
NaN,9.160000000e+03,7041323.01,
NaN,9.125000000e+03,7041323.02,
NaN,9.155000000e+03,7041323.03,
NaN,9.221000000e+03,7041323.04,
NaN,9.253000000e+03,7041323.05,
NaN,9.283000000e+03,7041323.06,
NaN,9.247000000e+03,7041323.07,
NaN,9.257000000e+03,7041323.08,
NaN,9.228000000e+03,7041323.09,
NaN,9.130000000e+03,7041323.10,
23124324476,9.108000000e+03,7041323.11,
NaN,9.102000000e+03,7041324.00,12
NaN,9.157000000e+03,7041324.01,
NaN,9.162000000e+03,7041324.02,
NaN,9.127000000e+03,7041324.03,
NaN,9.098000000e+03,7041324.04,
NaN,9.118000000e+03,7041324.05,
NaN,9.170000000e+03,7041324.06,
NaN,9.239000000e+03,7041324.07,
NaN,9.242000000e+03,7041324.08,
NaN,9.296000000e+03,7041324.09,
NaN,9.325000000e+03,7041324.10,
23124328432,9.298000000e+03,7041324.11,
NaN,9.227000000e+03,7041325.00,12
NaN,9.197000000e+03,7041325.01,
NaN,9.139000000e+03,7041325.02,
NaN,9.116000000e+03,7041325.03,
NaN,9.097000000e+03,7041325.04,
NaN,9.120000000e+03,7041325.05,
NaN,9.150000000e+03,7041325.06,
NaN,9.132000000e+03,7041325.07,
NaN,9.127000000e+03,7041325.08,
NaN,9.126000000e+03,7041325.09,
NaN,9.172000000e+03,7041325.10,
23124332388,9.200000000e+03,7041325.11,
NaN,9.235000000e+03,7041326.00,12
NaN,9.218000000e+03,7041326.01,
NaN,9.158000000e+03,7041326.02,
NaN,9.194000000e+03,7041326.03,
NaN,9.158000000e+03,7041326.04,
NaN,9.150000000e+03,7041326.05,
NaN,9.136000000e+03,7041326.06,
NaN,9.106000000e+03,7041326.07,
NaN,9.155000000e+03,7041326.08,
NaN,9.204000000e+03,7041326.09,
NaN,9.201000000e+03,7041326.10,
23124336344,9.224000000e+03,7041326.11,
NaN,9.242000000e+03,7041327.00,12
NaN,9.223000000e+03,7041327.01,
NaN,9.223000000e+03,7041327.02,
NaN,9.230000000e+03,7041327.03,
NaN,9.226000000e+03,7041327.04,
NaN,9.268000000e+03,7041327.05,
NaN,9.243000000e+03,7041327.06,
NaN,9.211000000e+03,7041327.07,
NaN,9.186000000e+03,7041327.08,
NaN,9.245000000e+03,7041327.09,
NaN,9.253000000e+03,7041327.10,
23124340300,9.267000000e+03,7041327.11,
NaN,9.260000000e+03,7041328.00,12
NaN,9.241000000e+03,7041328.01,
NaN,9.239000000e+03,7041328.02,
NaN,9.242000000e+03,7041328.03,
NaN,9.218000000e+03,7041328.04,
NaN,9.222000000e+03,7041328.05,
NaN,9.285000000e+03,7041328.06,
NaN,9.269000000e+03,7041328.07,
NaN,9.269000000e+03,7041328.08,
NaN,9.254000000e+03,7041328.09,
NaN,9.251000000e+03,7041328.10,
23124344256,9.256000000e+03,7041328.11,
NaN,9.281000000e+03,7041329.00,12
NaN,9.271000000e+03,7041329.01,
NaN,9.288000000e+03,7041329.02,
NaN,9.230000000e+03,7041329.03,
NaN,9.248000000e+03,7041329.04,
NaN,9.230000000e+03,7041329.05,
NaN,9.148000000e+03,7041329.06,
NaN,9.228000000e+03,7041329.07,
NaN,9.193000000e+03,7041329.08,
NaN,9.079000000e+03,7041329.09,
NaN,9.075000000e+03,7041329.10,
23124348211,9.018000000e+03,7041329.11,
NaN,9.047000000e+03,7041330.00,12
NaN,9.071000000e+03,7041330.01,
NaN,9.110000000e+03,7041330.02,
NaN,9.111000000e+03,7041330.03,
NaN,9.134000000e+03,7041330.04,
NaN,9.161000000e+03,7041330.05,
NaN,9.172000000e+03,7041330.06,
NaN,9.187000000e+03,7041330.07,
NaN,9.230000000e+03,7041330.08,
NaN,9.244000000e+03,7041330.09,
NaN,9.213000000e+03,7041330.10,
23124352168,9.228000000e+03,7041330.11,
NaN,9.281000000e+03,7041331.00,12
NaN,9.254000000e+03,7041331.01,
NaN,9.237000000e+03,7041331.02,
NaN,9.260000000e+03,7041331.03,
NaN,9.239000000e+03,7041331.04,
NaN,9.235000000e+03,7041331.05,
NaN,9.239000000e+03,7041331.06,
NaN,9.242000000e+03,7041331.07,
NaN,9.242000000e+03,7041331.08,
NaN,9.228000000e+03,7041331.09,
NaN,9.201000000e+03,7041331.10,
23124356124,9.183000000e+03,7041331.11,
NaN,9.183000000e+03,7041332.00,12
NaN,9.199000000e+03,7041332.01,
NaN,9.217000000e+03,7041332.02,
NaN,9.227000000e+03,7041332.03,
NaN,9.215000000e+03,7041332.04,
NaN,9.201000000e+03,7041332.05,
NaN,9.158000000e+03,7041332.06,
NaN,9.184000000e+03,7041332.07,
NaN,9.232000000e+03,7041332.08,
NaN,9.239000000e+03,7041332.09,
NaN,9.237000000e+03,7041332.10,
23124360080,9.249000000e+03,7041332.11,
NaN,9.244000000e+03,7041333.00,12
NaN,9.219000000e+03,7041333.01,
NaN,9.217000000e+03,7041333.02,
NaN,9.247000000e+03,7041333.03,
NaN,9.240000000e+03,7041333.04,
NaN,9.239000000e+03,7041333.05,
NaN,9.209000000e+03,7041333.06,
NaN,9.215000000e+03,7041333.07,
NaN,9.241000000e+03,7041333.08,
NaN,9.199000000e+03,7041333.09,
NaN,9.240000000e+03,7041333.10,
23124364036,9.270000000e+03,7041333.11,
NaN,9.286000000e+03,7041334.00,12
NaN,9.234000000e+03,7041334.01,
NaN,9.158000000e+03,7041334.02,
NaN,9.212000000e+03,7041334.03,
NaN,9.195000000e+03,7041334.04,
NaN,9.191000000e+03,7041334.05,
NaN,9.163000000e+03,7041334.06,
NaN,9.164000000e+03,7041334.07,
NaN,9.184000000e+03,7041334.08,
NaN,9.207000000e+03,7041334.09,
NaN,9.159000000e+03,7041334.10,
23124367990,9.116000000e+03,7041334.11,
NaN,9.190000000e+03,7041335.00,12
NaN,9.279000000e+03,7041335.01,
NaN,9.179000000e+03,7041335.02,
NaN,9.176000000e+03,7041335.03,
NaN,9.184000000e+03,7041335.04,
NaN,9.169000000e+03,7041335.05,
NaN,9.217000000e+03,7041335.06,
NaN,9.211000000e+03,7041335.07,
NaN,9.226000000e+03,7041335.08,
NaN,9.196000000e+03,7041335.09,
NaN,9.196000000e+03,7041335.10,
23124371946,9.243000000e+03,7041335.11,
NaN,9.236000000e+03,7041336.00,12
NaN,9.213000000e+03,7041336.01,
NaN,9.223000000e+03,7041336.02,
NaN,9.214000000e+03,7041336.03,
NaN,9.242000000e+03,7041336.04,
NaN,9.222000000e+03,7041336.05,
NaN,9.170000000e+03,7041336.06,
NaN,9.183000000e+03,7041336.07,
NaN,9.208000000e+03,7041336.08,
NaN,9.230000000e+03,7041336.09,
NaN,9.183000000e+03,7041336.10,
23124375903,9.164000000e+03,7041336.11,
NaN,9.207000000e+03,7041337.00,12
NaN,9.169000000e+03,7041337.01,
NaN,9.163000000e+03,7041337.02,
NaN,9.183000000e+03,7041337.03,
NaN,9.194000000e+03,7041337.04,
NaN,9.262000000e+03,7041337.05,
NaN,9.290000000e+03,7041337.06,
NaN,9.298000000e+03,7041337.07,
NaN,9.272000000e+03,7041337.08,
NaN,9.253000000e+03,7041337.09,
NaN,9.210000000e+03,7041337.10,
23124379859,9.137000000e+03,7041337.11,
NaN,9.145000000e+03,7041338.00,12
NaN,9.136000000e+03,7041338.01,
NaN,9.148000000e+03,7041338.02,
NaN,9.114000000e+03,7041338.03,
NaN,9.127000000e+03,7041338.04,
NaN,9.214000000e+03,7041338.05,
NaN,9.152000000e+03,7041338.06,
NaN,9.140000000e+03,7041338.07,
NaN,9.169000000e+03,7041338.08,
NaN,9.191000000e+03,7041338.09,
NaN,9.233000000e+03,7041338.10,
23124383815,9.309000000e+03,7041338.11,
NaN,9.300000000e+03,7041339.00,12
NaN,9.288000000e+03,7041339.01,
NaN,9.234000000e+03,7041339.02,
NaN,9.237000000e+03,7041339.03,
NaN,9.247000000e+03,7041339.04,
NaN,9.236000000e+03,7041339.05,
NaN,9.227000000e+03,7041339.06,
NaN,9.246000000e+03,7041339.07,
NaN,9.297000000e+03,7041339.08,
NaN,9.292000000e+03,7041339.09,
NaN,9.271000000e+03,7041339.10,
23124387771,9.252000000e+03,7041339.11,
NaN,9.247000000e+03,7041340.00,12
NaN,9.290000000e+03,7041340.01,
NaN,9.259000000e+03,7041340.02,
NaN,9.263000000e+03,7041340.03,
NaN,9.297000000e+03,7041340.04,
NaN,9.308000000e+03,7041340.05,
NaN,9.319000000e+03,7041340.06,
NaN,9.303000000e+03,7041340.07,
NaN,9.266000000e+03,7041340.08,
NaN,9.171000000e+03,7041340.09,
NaN,9.183000000e+03,7041340.10,
23124391727,9.140000000e+03,7041340.11,
NaN,9.165000000e+03,7041341.00,12
NaN,9.157000000e+03,7041341.01,
NaN,9.170000000e+03,7041341.02,
NaN,9.185000000e+03,7041341.03,
NaN,9.196000000e+03,7041341.04,
NaN,9.265000000e+03,7041341.05,
NaN,9.290000000e+03,7041341.06,
NaN,9.294000000e+03,7041341.07,
NaN,9.292000000e+03,7041341.08,
NaN,9.307000000e+03,7041341.09,
NaN,9.243000000e+03,7041341.10,
23124395684,9.234000000e+03,7041341.11,
NaN,9.234000000e+03,7041342.00,12
NaN,9.214000000e+03,7041342.01,
NaN,9.278000000e+03,7041342.02,
NaN,9.265000000e+03,7041342.03,
NaN,9.326000000e+03,7041342.04,
NaN,9.356000000e+03,7041342.05,
NaN,9.303000000e+03,7041342.06,
NaN,9.227000000e+03,7041342.07,
NaN,9.102000000e+03,7041342.08,
NaN,9.105000000e+03,7041342.09,
NaN,9.114000000e+03,7041342.10,
23124399639,9.206000000e+03,7041342.11,
NaN,9.235000000e+03,7041343.00,12
NaN,9.185000000e+03,7041343.01,
NaN,9.182000000e+03,7041343.02,
NaN,9.205000000e+03,7041343.03,
NaN,9.281000000e+03,7041343.04,
NaN,9.292000000e+03,7041343.05,
NaN,9.339000000e+03,7041343.06,
NaN,9.373000000e+03,7041343.07,
NaN,9.331000000e+03,7041343.08,
NaN,9.285000000e+03,7041343.09,
NaN,9.256000000e+03,7041343.10,
23124403595,9.229000000e+03,7041343.11,
NaN,9.140000000e+03,7041344.00,12
NaN,9.150000000e+03,7041344.01,
NaN,9.208000000e+03,7041344.02,
NaN,9.238000000e+03,7041344.03,
NaN,9.198000000e+03,7041344.04,
NaN,9.233000000e+03,7041344.05,
NaN,9.251000000e+03,7041344.06,
NaN,9.248000000e+03,7041344.07,
NaN,9.233000000e+03,7041344.08,
NaN,9.211000000e+03,7041344.09,
NaN,9.194000000e+03,7041344.10,
23124407552,9.185000000e+03,7041344.11,
NaN,9.199000000e+03,7041345.00,12
NaN,9.231000000e+03,7041345.01,
NaN,9.283000000e+03,7041345.02,
NaN,9.296000000e+03,7041345.03,
NaN,9.249000000e+03,7041345.04,
NaN,9.275000000e+03,7041345.05,
NaN,9.331000000e+03,7041345.06,
NaN,9.342000000e+03,7041345.07,
NaN,9.300000000e+03,7041345.08,
NaN,9.273000000e+03,7041345.09,
NaN,9.234000000e+03,7041345.10,
23124411508,9.271000000e+03,7041345.11,
NaN,9.227000000e+03,7041346.00,12
NaN,9.220000000e+03,7041346.01,
NaN,9.188000000e+03,7041346.02,
NaN,9.253000000e+03,7041346.03,
NaN,9.323000000e+03,7041346.04,
NaN,9.317000000e+03,7041346.05,
NaN,9.371000000e+03,7041346.06,
NaN,9.390000000e+03,7041346.07,
NaN,9.391000000e+03,7041346.08,
NaN,9.435000000e+03,7041346.09,
NaN,9.380000000e+03,7041346.10,
23124415464,9.289000000e+03,7041346.11,
NaN,9.246000000e+03,7041347.00,12
NaN,9.267000000e+03,7041347.01,
NaN,9.294000000e+03,7041347.02,
NaN,9.268000000e+03,7041347.03,
NaN,9.300000000e+03,7041347.04,
NaN,9.306000000e+03,7041347.05,
NaN,9.320000000e+03,7041347.06,
NaN,9.363000000e+03,7041347.07,
NaN,9.396000000e+03,7041347.08,
NaN,9.368000000e+03,7041347.09,
NaN,9.364000000e+03,7041347.10,
23124419419,9.342000000e+03,7041347.11,
NaN,9.318000000e+03,7041348.00,12
NaN,9.322000000e+03,7041348.01,
NaN,9.289000000e+03,7041348.02,
NaN,9.273000000e+03,7041348.03,
NaN,9.273000000e+03,7041348.04,
NaN,9.231000000e+03,7041348.05,
NaN,9.227000000e+03,7041348.06,
NaN,9.222000000e+03,7041348.07,
NaN,9.248000000e+03,7041348.08,
NaN,9.254000000e+03,7041348.09,
NaN,9.308000000e+03,7041348.10,
23124423376,9.351000000e+03,7041348.11,
NaN,9.432000000e+03,7041349.00,12
NaN,9.464000000e+03,7041349.01,
NaN,9.434000000e+03,7041349.02,
NaN,9.447000000e+03,7041349.03,
NaN,9.405000000e+03,7041349.04,
NaN,9.379000000e+03,7041349.05,
NaN,9.376000000e+03,7041349.06,
NaN,9.367000000e+03,7041349.07,
NaN,9.369000000e+03,7041349.08,
NaN,9.366000000e+03,7041349.09,
NaN,9.410000000e+03,7041349.10,
23124427331,9.476000000e+03,7041349.11,
NaN,9.436000000e+03,7041350.00,12
NaN,9.388000000e+03,7041350.01,
NaN,9.302000000e+03,7041350.02,
NaN,9.224000000e+03,7041350.03,
NaN,9.151000000e+03,7041350.04,
NaN,9.167000000e+03,7041350.05,
NaN,9.138000000e+03,7041350.06,
NaN,9.186000000e+03,7041350.07,
NaN,9.233000000e+03,7041350.08,
NaN,9.230000000e+03,7041350.09,
NaN,9.268000000e+03,7041350.10,
23124431288,9.287000000e+03,7041350.11,
NaN,9.307000000e+03,7041351.00,12
NaN,9.325000000e+03,7041351.01,
NaN,9.292000000e+03,7041351.02,
NaN,9.268000000e+03,7041351.03,
NaN,9.225000000e+03,7041351.04,
NaN,9.253000000e+03,7041351.05,
NaN,9.292000000e+03,7041351.06,
NaN,9.271000000e+03,7041351.07,
NaN,9.243000000e+03,7041351.08,
NaN,9.283000000e+03,7041351.09,
NaN,9.224000000e+03,7041351.10,
23124435244,9.201000000e+03,7041351.11,
NaN,9.228000000e+03,7041352.00,12
NaN,9.243000000e+03,7041352.01,
NaN,9.266000000e+03,7041352.02,
NaN,9.267000000e+03,7041352.03,
NaN,9.207000000e+03,7041352.04,
NaN,9.150000000e+03,7041352.05,
NaN,9.140000000e+03,7041352.06,
NaN,9.099000000e+03,7041352.07,
NaN,9.159000000e+03,7041352.08,
NaN,9.208000000e+03,7041352.09,
NaN,9.188000000e+03,7041352.10,
23124439200,9.150000000e+03,7041352.11,
NaN,9.151000000e+03,7041353.00,12
NaN,9.131000000e+03,7041353.01,
NaN,9.117000000e+03,7041353.02,
NaN,9.140000000e+03,7041353.03,
NaN,9.156000000e+03,7041353.04,
NaN,9.157000000e+03,7041353.05,
NaN,9.118000000e+03,7041353.06,
NaN,9.112000000e+03,7041353.07,
NaN,9.078000000e+03,7041353.08,
NaN,9.029000000e+03,7041353.09,
NaN,9.038000000e+03,7041353.10,
23124443156,8.997000000e+03,7041353.11,
NaN,8.988000000e+03,7041354.00,12
NaN,8.979000000e+03,7041354.01,
NaN,8.967000000e+03,7041354.02,
NaN,8.965000000e+03,7041354.03,
NaN,8.997000000e+03,7041354.04,
NaN,9.010000000e+03,7041354.05,
NaN,9.020000000e+03,7041354.06,
NaN,8.994000000e+03,7041354.07,
NaN,9.035000000e+03,7041354.08,
NaN,9.092000000e+03,7041354.09,
NaN,9.142000000e+03,7041354.10,
23124447112,9.144000000e+03,7041354.11,
NaN,9.095000000e+03,7041355.00,12
NaN,9.179000000e+03,7041355.01,
NaN,9.176000000e+03,7041355.02,
NaN,9.111000000e+03,7041355.03,
NaN,9.208000000e+03,7041355.04,
NaN,9.358000000e+03,7041355.05,
NaN,9.322000000e+03,7041355.06,
NaN,9.230000000e+03,7041355.07,
NaN,9.172000000e+03,7041355.08,
NaN,9.173000000e+03,7041355.09,
NaN,9.201000000e+03,7041355.10,
23124451068,9.268000000e+03,7041355.11,
NaN,9.277000000e+03,7041356.00,12
NaN,9.252000000e+03,7041356.01,
NaN,9.229000000e+03,7041356.02,
NaN,9.172000000e+03,7041356.03,
NaN,9.141000000e+03,7041356.04,
NaN,9.166000000e+03,7041356.05,
